date,Text,Clean_text,Verdict
1960-09-26,I'm not satisfied when we are failing to develop the natural resources of the United States to the fullest.,satisfied failing develop natural resources united states fullest,-1
1960-09-26,I'm not satisfied when I see men like Jimmy Hoffa - in charge of the largest union in the United States - still free.,satisfied see men like jimmy hoffa charge largest union united states still free,0
1960-09-26,I think we should have an educational system second to none.,think educational system second none,-1
1960-09-26,"In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free.",election abraham lincoln said question whether nation could exist half slave half free,0
1960-09-26,"In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.",election world around us question whether world exist half slave half free whether move direction freedom direction road taking whether move direction slavery,-1
1960-09-26,"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain.",think depend great measure upon united states kind society build kind strength maintain,-1
1960-09-26,"We discuss tonight domestic issues, but I would not want that to be any implication to be given that this does not involve directly our struggle with Mr. Khrushchev for survival.",discuss tonight domestic issues would want implication given involve directly struggle mr khrushchev survival,-1
1960-09-26,"Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself.",mr khrushchev new york maintains communist offensive throughout world productive power soviet union,0
1960-09-26,The Chinese Communists have always had a large population.,chinese communists always large population,0
1960-09-26,But they are important and dangerous now because they are mounting a major effort within their own country.,important dangerous mounting major effort within country,-1
1960-09-26,"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom.",kind country kind society kind strength build united states defense freedom,-1
1960-09-26,"If we do well here, if we meet our obligations, if we're moving ahead, then I think freedom will be secure around the world.",well meet obligations moving ahead think freedom secure around world,-1
1960-09-26,"If we fail, then freedom fails.",fail freedom fails,-1
1960-09-26,"Therefore, I think the question before the American people is: Are we doing as much as we can do?",therefore think question american people much,-1
1960-09-26,Are we as strong as we should be?,strong,-1
1960-09-26,"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival?",strong must going maintain independence going maintain hold hand friendship look us assistance look us survival,-1
1960-09-26,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",make clear think enough satisfied american progress making,-1
1960-09-26,I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.,satisfied united states last year lowest rate economic growth major industrialized society world,1
1960-09-26,Because economic growth means strength and vitality; it means we're able to sustain our defenses; it means we're able to meet our commitments abroad.,economic growth means strength vitality means able sustain defenses means able meet commitments abroad,-1
1960-09-26,"I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting - even though there is a hungry world, and even though four million Americans wait every month for a food package from the government, which averages five cents a day per individual.",satisfied nine billion dollars worth food rotting even though hungry world even though four million americans wait every month food package government averages five cents day per individual,1
1960-09-26,"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans.",saw cases west virginia united states children took home part school lunch order feed families think meeting obligations toward americans,-1
1960-09-26,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts.",satisfied many teachers inadequately paid children go school part time shifts,-1
1960-09-26,I think we're going to have to do a better job if we are going to meet the responsibilities which time and events have placed upon us.,think going better job going meet responsibilities time events placed upon us,-1
1960-09-26,We cannot turn the job over to anyone else.,cannot turn job anyone else,-1
1960-09-26,I want the individuals to meet their responsibilities.,want individuals meet responsibilities,-1
1960-09-26,And I think it depends in great measure on what we do here in this country.,think depends great measure country,-1
1960-09-26,"Looking then to this problem of how the United States should move ahead and where the United States is moving, I think it is well that we take the advice of a very famous campaigner: Let's look at the record.",looking problem united states move ahead united states moving think well take advice famous campaigner let look record,-1
1960-09-26,"Is it true that this Administration, as Senator Kennedy has charged, has been an Administration of retreat, of defeat, of stagnation?",true administration senator kennedy charged administration retreat defeat stagnation,-1
1960-09-26,"Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.",true far country concerned field electric power fields mentioned moving ahead,-1
1960-09-26,"Well, we have a comparison that we can make.",well comparison make,-1
1960-09-26,We have the record of the Truman Administration of seven and a half years and the seven and a half years of the Eisenhower Administration.,record truman administration seven half years seven half years eisenhower administration,-1
1960-09-26,"When we compare these two records in the areas that Senator Kennedy has - has discussed tonight, I think we find that America has been moving ahead.",compare two records areas senator kennedy discussed tonight think find america moving ahead,-1
1960-09-26,"We have built more schools in these last seven and a half years than we built in the previous seven and a half, for that matter in the previous twenty years.",built schools last seven half years built previous seven half matter previous twenty years,1
1960-09-26,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,developed hydroelectric power seven half years developed previous administration history,1
1960-09-26,"If the United States fails, then the whole cause of freedom fails.",united states fails whole cause freedom fails,-1
1960-09-26,The same is true of highways.,true highways,1
1960-09-26,Let's put it in terms that all of us can understand.,let put terms us understand,-1
1960-09-26,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,often hear gross national product discussed respect may say compare growth administration previous administration total growth eleven percent seven years administration total growth nineteen per cent seven years,1
1960-09-26,That shows that there's been more growth in this Administration than in its predecessor.,shows growth administration predecessor,1
1960-09-26,But let's not put it there; let's put it in terms of the average family.,let put let put terms average family,-1
1960-09-26,What has happened to you?,happened,-1
1960-09-26,We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration.,find wages gone five times much eisenhower administration truman administration,1
1960-09-26,What about the prices you pay?,prices pay,-1
1960-09-26,We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration.,find prices pay went five times much truman administration eisenhower administration,1
1960-09-26,What's the net result of this?,net result,-1
1960-09-26,"this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today.",year year recovery find six nine tenths per cent one highest world today,1
1960-09-26,But when we look at the growth of G.N.P.,look growth g n p,-1
1960-09-26,We find that more have been built in this Administration than in the previous Administration.,find built administration previous administration,1
1960-09-26,"Now last year, of course, was 1958.",last year course,0
1960-09-26,That happened to be a recession year.,happened recession year,0
1960-09-26,The reason Franklin Roosevelt was a good neighbor in Latin America was because he was a good neighbor in the United States.,reason franklin roosevelt good neighbor latin america good neighbor united states,-1
1960-09-26,Because they felt that the American society was moving again.,felt american society moving,-1
1960-09-26,I want us to recapture that image.,want us recapture image,-1
1960-09-26,"I want people in Latin America and Africa and Asia to start to look to America; to see how we're doing things; to wonder what the resident of the United States is doing; and not to look at Khrushchev, or look at the Chinese Communists.",want people latin america africa asia start look america see things wonder resident united states look khrushchev look chinese communists,-1
1960-09-26,"In 1933, Franklin Roosevelt said in his inaugural that this generation of Americans has a rendezvous with destiny.",franklin roosevelt said inaugural generation americans rendezvous destiny,1
1960-09-26,The question now is: Can freedom be maintained under the most severe tack - attack it has ever known?,question freedom maintained severe tack attack ever known,-1
1960-09-26,I think it can be.,think,-1
1960-09-26,And I think in the final analysis it depends upon what we do here.,think final analysis depends upon,-1
1960-09-26,I think it's time America started moving again.,think time america started moving,-1
1960-09-26,I think our generation of Americans has the same rendezvous.,think generation americans rendezvous,-1
1960-09-26,There is no question but that we cannot discuss our internal affairs in the United States without recognizing that they have a tremendous bearing on our international position.,question cannot discuss internal affairs united states without recognizing tremendous bearing international position,-1
1960-09-26,"There is no question but that this nation cannot stand still; because we are in a deadly competition, a competition not only with the men in the Kremlin, but the men in Peking.",question nation cannot stand still deadly competition competition men kremlin men peking,-1
1960-09-26,"We're ahead in this competition, as Senator Kennedy, I think, has implied.",ahead competition senator kennedy think implied,-1
1960-09-26,"But when you're in a race, the only way to stay ahead is to move ahead.",race way stay ahead move ahead,-1
1960-09-26,"And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.",subscribe completely spirit senator kennedy expressed tonight spirit united states move ahead,-1
1960-09-26,"Where, then, do we disagree?",disagree,-1
1960-09-26,I think we disagree on the implication of his remarks tonight and on the statements that he has made on many occasions during his campaign to the effect that the United States has been standing still.,think disagree implication remarks tonight statements made many occasions campaign effect united states standing still,-1
1960-09-26,The things that Senator Kennedy has said many of us can agree with.,things senator kennedy said many us agree,-1
1960-09-26,"We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world.",heard tonight example statement made growth national product last year lowest industrial nation world,1
1960-10-07,"Second, he's wrong in the analogies that he makes.",second wrong analogies makes,-1
1960-10-07,And I just want to make my position absolutely clear with regard to getting intelligence information.,want make position absolutely clear regard getting intelligence information,-1
1960-10-07,We cannot afford an intelligence gap.,cannot afford intelligence gap,-1
1960-10-07,We lost three thousand American lives.,lost three thousand american lives,1
1960-10-07,We all remember Pearl Harbor.,remember pearl harbor,-1
1960-10-07,The United States is a strong country.,united states strong country,-1
1960-10-07,"Now in that connection Senator Kennedy has criticized the President on the ground not only of not expressing regrets, but because he allowed this flight to take place while the summit conference - or immediately before the summit conference occurred.",connection senator kennedy criticized president ground expressing regrets allowed flight take place summit conference immediately summit conference occurred,1
1960-10-07,"Whenever we do anything that's wrong, we can express regrets.",whenever anything wrong express regrets,-1
1960-10-07,He knew these flights were going on long before and that wasn't the reason that he broke up the conference.,knew flights going long reason broke conference,1
1960-10-07,"I don't intend to see to it that the United States is ever in a position where, while we're negotiating with the Soviet Union, that we discontinue our intelligence effort.",intend see united states ever position negotiating soviet union discontinue intelligence effort,-1
1960-10-07,This seems to me is criticism that again is wrong on his part.,seems criticism wrong part,-1
1960-10-07,And I don't intend ever to express regrets to Mr. Khrushchev or anybody else if I'm doing something that has the support of the Congress and that is right for the purpose of protecting the security of the United States.,intend ever express regrets mr khrushchev anybody else something support congress right purpose protecting security united states,-1
1960-10-07,"So, under the circumstances, what do we do?",circumstances,-1
1960-10-07,"And there we would give statutory authority to the Committee on Government Contracts, which is an effective way of getting real progress made in this area, since about one out of every four jobs is held by and is allotted by people who have government contracts.",would give statutory authority committee government contracts effective way getting real progress made area since one every four jobs held allotted people government contracts,1
1960-10-07,"Certainly I think all of us agree that when anybody has a government contract, certainly the money that is spent under that contract ought to be disbursed equally without regard to the race or creed or color of the individual who is to be employed.",certainly think us agree anybody government contract certainly money spent contract ought disbursed equally without regard race creed color individual employed,-1
1960-10-07,That of course was rejected as was the government contracts provision by the special session of the Congress to - in which Mr. Kennedy was quite active.,course rejected government contracts provision special session congress mr kennedy quite active,1
1960-10-07,"And then as far as other areas are concerned, I think that we have to look to presidential leadership.",far areas concerned think look presidential leadership,-1
1960-10-07,"And when I speak of presidential leadership, I refer for example to our attitude on the sit-in strikes.",speak presidential leadership refer example attitude sit strikes,-1
1960-10-07,I have talked to Negro mothers.,talked negro mothers,0
1960-10-07,I've heard them explain - try to explain - how they tell their children how they can go into a store and buy a loaf of bread but then can't go into that store and sit at the counter and get a Coca Cola.,heard explain try explain tell children go store buy loaf bread go store sit counter get coca cola,0
1960-10-07,"This is wrong, and we have to do something about it.",wrong something,-1
1960-10-07,Well what we do is what the Attorney-General of the United States did under the direction of the President: call in the owners of chain stores and get them to take action.,well attorney general united states direction president call owners chain stores get take action,1
1960-10-07,"First of all, he's wrong in thinking th- er- even suggesting that Mr. Khrushchev might have continued the conference if we had expressed regrets.",first wrong thinking th er even suggesting mr khrushchev might continued conference expressed regrets,-1
1960-10-07,"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?",places executive lead let sum saying talk every time south civil rights,-1
1960-10-07,My intentions in the field of civil rights have been spelled out in the Republican platform.,intentions field civil rights spelled republican platform,0
1960-10-07,I think Kenne- Senator Kennedy is wrong on three counts.,think kenne senator kennedy wrong three counts,-1
1960-10-07,"And therefore we passed an authorization - not an aid bill - which was the first time, really, since the Inter-American Bank which was founded a year ago was developed, that we really have looked at the needs of Latin America; that we have associated ourselves with those people.",therefore passed authorization aid bill first time really since inter american bank founded year ago developed really looked needs latin america associated people,1
1960-10-07,I believe we should increase our strength all over the world.,believe increase strength world,-1
1960-10-07,Not because I am preaching to the people of the South because this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,preaching people south southern problem northern problem western problem problem us,-1
1960-10-07,There also isn't any question but that the free people of Cuba - the people who want to be free - are going to be supported and that they will attain their freedom.,also question free people cuba people want free going supported attain freedom,-1
1960-10-07,"No, Cuba is not lost, and I don't think this kind of defeatist talk by Senator Kennedy helps the situation one bit.",cuba lost think kind defeatist talk senator kennedy helps situation one bit,-1
1960-10-07,In my speech last night I indicated that I thought that Cuba one day again would be free.,speech last night indicated thought cuba one day would free,0
1960-10-07,"Where I've been critical of the Administration's policy, and where I criticized Mr. Nixon, was because in his press conference in Havana in 1955, he praised the competence and stability of the bicta- bict- Batista dictatorship - that dictatorship had killed over twenty thousand Cubans in seven years.",critical administration policy criticized mr nixon press conference havana praised competence stability bicta bict batista dictatorship dictatorship killed twenty thousand cubans seven years,1
1960-10-07,"Secondly, I did not criticize him for not calling for free elections.",secondly criticize calling free elections,-1
1960-10-07,"What I criticized was the failure of the Administration to use its great influence to persuade the Cuban government to hold free elections, particularly in 1957 and 1958.",criticized failure administration use great influence persuade cuban government hold free elections particularly,-1
1960-10-07,"Thirdly, Arthur Gardner, a Republican Ambassador, Earl Smith, a Republican Ambassador, in succession - both have indicated in the past six weeks that they reported to Washington that Castro was a Marxist, that Raul Castro was a Communist, and that they got no effective results.",thirdly arthur gardner republican ambassador earl smith republican ambassador succession indicated past six weeks reported washington castro marxist raul castro communist got effective results,1
1960-10-07,"Instead our aid continued to Batista, which was ineffective; we never were on the side of freedom; we never used our influence when we could have used it most effectively - and today Cuba is lost for freedom.",instead aid continued batista ineffective never side freedom never used influence could used effectively today cuba lost freedom,-1
1960-10-07,"I hope some day it will rise; but I don't think it will rise if we continue the same policies toward Cuba that we did in recent years, and in fact towards all of Latin America - when we've almost ignored the needs of Latin America; we've beamed not a single Voice of America program in Spanish to all of Latin America in the last eight years, except for the three months of the Hungarian uh - revolution.",hope day rise think rise continue policies toward cuba recent years fact towards latin america almost ignored needs latin america beamed single voice america program spanish latin america last eight years except three months hungarian uh revolution,1
1960-10-07,"Mr. Morgan, I suggested that if the United States felt that it could save the summit conference that it would have been proper for us to have expressed regrets.",mr morgan suggested united states felt could save summit conference would proper us expressed regrets,0
1960-10-07,"But I don't confuse words with strength; and in my judgment if the summit was useful, if it would have brought us closer to peace, that rather than the lie that we told - which has been criticized by all responsible people afterwards - it would have been far better for us to follow the common diplomatic procedure of expressing regrets and then try to move on.",confuse words strength judgment summit useful would brought us closer peace rather lie told criticized responsible people afterwards would far better us follow common diplomatic procedure expressing regrets try move,-1
1960-10-07,In my judgment that statement has been distorted uh - by Mr. Nixon and others in their debates around the country and in their discussions.,judgment statement distorted uh mr nixon others debates around country discussions,-1
1960-10-07,The U-2 flights were proper from the point of view of protecting our security.,u flights proper point view protecting security,-1
1960-10-07,But they were not in accordance with international law.,accordance international law,1
1960-10-07,"And I said that I felt that rather than tell the lie which we told, rather than indicate that the flights would continue - in fact, I believe Mr. Nixon himself said on May fifteenth that the flights would continue even though Mr. Herter testified before the Senate Foreign Relations Committee that they had been canceled as of May twelfth - that it would have been far better that if we had expressed regrets, if that would have saved the summit, and if the summit is useful - and I believe it is.",said felt rather tell lie told rather indicate flights would continue fact believe mr nixon said may fifteenth flights would continue even though mr herter testified senate foreign relations committee canceled may twelfth would far better expressed regrets would saved summit summit useful believe,1
1960-10-07,The point that is always left out is the fact that we expressed regrets to Castro this winter; that we expressed regrets - the Eisenhower Administration expressed regrets - for a flight over Southern Russia in 1958.,point always left fact expressed regrets castro winter expressed regrets eisenhower administration expressed regrets flight southern russia,1
1960-10-07,We expressed regrets for a flight over Eastern Germany under this Administration.,expressed regrets flight eastern germany administration,1
1960-10-07,The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.,soviet union expressed regrets us bering sea incident,1
1960-10-07,The Chinese Communists expressed regrets to us over a plane incident in 1956.,chinese communists expressed regrets us plane incident,1
1960-10-07,That is the accepted procedure between nations; and my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly.,accepted procedure nations judgment follow advice theodore roosevelt strong maintain strong position also speak softly,-1
1960-10-07,"I believe that in those cases where international custom calls for the expression of a regret, if that would have kept the summit going, in my judgment it was a proper action.",believe cases international custom calls expression regret would kept summit going judgment proper action,-1
1960-10-07,I believe we should be stronger than we now are.,believe stronger,-1
1960-10-07,I believe we should have a stronger military force.,believe stronger military force,-1
1960-10-07,"Mr. Lodge, on ""Meet the Press"" a month ago, said if there was ever a case when we did not have law an our side it was in the U-2 incident.",mr lodge meet press month ago said ever case law side u incident,0
1960-10-07,"I do it because it's the responsibility of leadership, I do it because we have to solve this problem together.",responsibility leadership solve problem together,-1
1960-10-07,"There, Mr. Khrushchev came to that conference determined to break it up.",mr khrushchev came conference determined break,1
1960-10-07,"And as I pointed out in 1952, I made it very clear that as far as the Korean War was concerned, that I felt that the decision to go into the war in Korea was right and necessary.",pointed made clear far korean war concerned felt decision go war korea right necessary,1
1960-10-07,"I would not meet Mr. Khrushchev unless there were some agreements at the secondary level - foreign ministers or ambassadors - which would indicate that the meeting would have some hope of success, or a useful exchange of ideas.",would meet mr khrushchev unless agreements secondary level foreign ministers ambassadors would indicate meeting would hope success useful exchange ideas,-1
1960-10-07,"And because we're going to move in sixty-one and two, partly because we have not maintained our strength with sufficient vigor in the last years, I believe that before we meet that crisis, that the next president of the United States should send a message to Congress asking for a revitalization of our military strength, because come spring or late in the winter we're going to be face to face with the most serious Berlin crisis since l949 or fifty.",going move sixty one two partly maintained strength sufficient vigor last years believe meet crisis next president united states send message congress asking revitalization military strength come spring late winter going face face serious berlin crisis since l fifty,-1
1960-10-07,It's going to be a test of our strength.,going test strength,-1
1960-10-07,It's going to be a test of our nerve and will.,going test nerve,-1
1960-10-07,"Now the next president of the United States in his first year is going to be confronted with a very serious question on our defense of Berlin, our commitment to Berlin.",next president united states first year going confronted serious question defense berlin commitment berlin,-1
1960-10-07,"If we negotiate from a position where the power balance or wave is moving away from us, it's extremely difficult to reach a successful decision on Berlin as well as the other questions.",negotiate position power balance wave moving away us extremely difficult reach successful decision berlin well questions,-1
1960-10-07,"That before we go into the summit, before we ever meet again, I think it's important that the United States build its strength; that it build its military strength as well as its own economic strength.",go summit ever meet think important united states build strength build military strength well economic strength,-1
1960-10-07,Let me say there is only one uh - point I would add.,let say one uh point would add,-1
1960-10-07,It - my view is the same as his.,view,-1
1960-10-07,I have no disagreement with the Vice President's position on that.,disagreement vice president position,-1
1960-10-07,"So under these circumstances, I, therefore, strongly urge and I will strongly hold, if I have the opportunity to urge or to hold - this position: that any summit conference would be gone into only after the most careful preparation and only after Mr. Khrushchev - after his disgraceful conduct at Paris, after his disgraceful conduct at the United Nations - gave some assurance that he really wanted to sit down and talk and to accomplish something and not just to make propaganda.",circumstances therefore strongly urge strongly hold opportunity urge hold position summit conference would gone careful preparation mr khrushchev disgraceful conduct paris disgraceful conduct united nations gave assurance really wanted sit talk accomplish something make propaganda,-1
1960-10-07,"Well I don't think that in the winter of sixty-one under present economic conditions, it uh - a - uh - tax uh - increase would be desirable.",well think winter sixty one present economic conditions uh uh tax uh increase would desirable,-1
1960-10-07,"Otherwise, if we find the heads of state meeting and not making progress, we will find that the cause of peace will have been hurt rather than helped.",otherwise find heads state meeting making progress find cause peace hurt rather helped,-1
1960-10-07,He was going to break it up because he would - knew that he wasn't going to get his way on Berlin and on the other key matters with which he was concerned at the Paris Conference.,going break would knew going get way berlin key matters concerned paris conference,-1
1960-10-07,There isn't any question but that we will defend our rights there.,question defend rights,-1
1960-10-07,We must not build up the hopes of the world and then dash them as was the case in Paris.,must build hopes world dash case paris,-1
1960-10-07,"I would not be able wou- would be willing to meet with him however, unless there were preparations for that conference which would give us some reasonable certainty - some reasonable certainty - that you were going to have some success.",would able wou would willing meet however unless preparations conference would give us reasonable certainty reasonable certainty going success,-1
1960-10-07,I would be willing as president to meet with Mr. Khrushchev or any other world leader if it would serve the cause of peace.,would willing president meet mr khrushchev world leader would serve cause peace,-1
1960-10-07,"As far as a summit conference is concerned, I want to make my position absolutely clear.",far summit conference concerned want make position absolutely clear,-1
1960-10-07,"The President is still going to be president for the next four months and he, of course, is the only one who could commit this country in this period.",president still going president next four months course one could commit country period,0
1960-10-07,It would not be appropriate for me to do so.,would appropriate,-1
1960-10-07,"No, of course I haven't talked to Prime Minister Macmillan.",course talked prime minister macmillan,1
1960-10-07,"And incidentally if Senator Kennedy disagrees, he should indicate where he believes those policies are different from those he's advocating today.",incidentally senator kennedy disagrees indicate believes policies different advocating today,-1
1960-10-07,I say that the American people don't want to go back to those policies.,say american people want go back policies,-1
1960-10-07,"Now, if we're going to have another summit conference, there must be negotiations at the diplomatic level - the ambassadors, the Secretaries of State, and others at that level - prior to that time, which will delineate the issues and which will prepare the way for the heads of state to meet and make some progress.",going another summit conference must negotiations diplomatic level ambassadors secretaries state others level prior time delineate issues prepare way heads state meet make progress,-1
1960-10-07,"I do it right at this time particularly because when we have Khrushchev in this country - a man who has enslaved millions, a man who has slaughtered thousands - we cannot continue to have a situation where he can point the finger at the United States of America and say that we are denying rights to our citizens.",right time particularly khrushchev country man enslaved millions man slaughtered thousands cannot continue situation point finger united states america say denying rights citizens,0
1960-10-07,"In fact, it would be deflationary; it would cause great unemployment; it would cause a real slowdown in our economy.",fact would deflationary would cause great unemployment would cause real slowdown economy,-1
1960-10-07,I have talked in every speech about the fact that these are going to be very difficult times in the nineteen-sixties and that we're going to have to meet our responsibilities as citizens.,talked every speech fact going difficult times nineteen sixties going meet responsibilities citizens,-1
1960-10-07,"After all, it isn't paid for by my money, it isn't paid for by his, but by the people's money.",paid money paid people money,1
1960-10-07,You can't add billions of dollars to our expenditures and not pay for it.,add billions dollars expenditures pay,-1
1960-10-07,But it isn't going to be working that way.,going working way,-1
1960-10-07,"The platform suggests that it can be done through economic growth; that it can be done, in effect, with mirrors.",platform suggests done economic growth done effect mirrors,1
1960-10-07,"I think I should also add that as far as Senator Kennedy's proposals are concerned, if he intends to carry out his platform - the one adopted in Los Angeles - it is just impossible for him to make good on those promises without raising taxes or without having a rise in t- prices or both.",think also add far senator kennedy proposals concerned intends carry platform one adopted los angeles impossible make good promises without raising taxes without rise prices,-1
1960-10-07,"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation; and I simply will not do that.",tax tax enough pay outgo pay many times higher prices inflation simply,-1
1960-10-07,But I would have no hesitation to ask the American people to pay the taxes even in l961 - if necessary - to maintain a sound economy and also to maintain a sound dollar.,would hesitation ask american people pay taxes even l necessary maintain sound economy also maintain sound dollar,-1
1960-10-07,I hope we can economize elsewhere so that we don't have to.,hope economize elsewhere,-1
1960-10-07,I think it may be necessary that we have more taxes.,think may necessary taxes,-1
1960-10-07,In my opinion they're going to be de- be greater.,opinion going de greater,-1
1960-10-07,"Our expenditures for defense, our expenditures for mutual security, our expenditures for economic assistance and technical assistance are not going to get less.",expenditures defense expenditures mutual security expenditures economic assistance technical assistance going get less,-1
1960-10-07,"If it ever becomes necessary, and is wise economically and essential to our security, I would have no hesitancy in suggesting a tax increase or any other policy which would defend the United States.",ever becomes necessary wise economically essential security would hesitancy suggesting tax increase policy would defend united states,-1
1960-10-07,Well I think we should be no - under no illusions whatever about what the responsibilities of the American people will be in the sixties.,well think illusions whatever responsibilities american people sixties,-1
1960-10-07,"And I merely say that they - if they elect me president, I will do my best to carry the United States through a difficult period; but I would not want people to elect me because I promised them the easy, soft life.",merely say elect president best carry united states difficult period would want people elect promised easy soft life,-1
1960-10-07,"And all I say is, I don't know what the sixties will bring - except I think they will bring hard times in the uh - international sphere; I hope we can move ahead here at home in the United States; I'm confident we can do a far better job of mobilizing our economy and resources in the United States.",say know sixties bring except think bring hard times uh international sphere hope move ahead home united states confident far better job mobilizing economy resources united states,-1
1960-10-07,We're not able to consume what we're able to produce at a time when the Soviet Union is making great economic gains.,able consume able produce time soviet union making great economic gains,1
1960-10-07,So I believe that the policies that I recommend came under the general heading of strengthening the United States.,believe policies recommend came general heading strengthening united states,-1
1960-10-07,"So we have the problem of not only building our own uh - military strength and extending uh - our policies abroad, we have to do a job here at home.",problem building uh military strength extending uh policies abroad job home,-1
1960-10-07,"If we're moving ahead, if we're providing a viable economy, if our people have sufficient resources so that they can consume what we produce; then this country's on the move, then we're stronger, then we set a better example to the world.",moving ahead providing viable economy people sufficient resources consume produce country move stronger set better example world,-1
1960-10-07,That's how the United States began to prepare for its great actions in World War II and in the post-war period.,united states began prepare great actions world war ii post war period,-1
1960-10-07,But I would not want anyone to elect me uh - president of the United States - or vote for me - under the expectation that life would be easier if I were elected.,would want anyone elect uh president united states vote expectation life would easier elected,-1
1960-10-07,We don't know what the future's going to bring.,know future going bring,-1
1960-10-07,I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,talking willingness bear burdens order maintain freedom order meet freedom around globe,-1
1960-10-07,I'm talking about a national mood.,talking national mood,-1
1960-10-07,I think it's going to be difficult; but I'm confident that this country can meet its responsibilities.,think going difficult confident country meet responsibilities,-1
1960-10-07,"Now with regard to Cuba, let me make one thing clear.",regard cuba let make one thing clear,-1
1960-10-07,I believe strongly in the defense of Formosa.,believe strongly defense formosa,-1
1960-10-07,And that position is that the United States has a treaty - a treaty with all of the Organization of American States - which prohibits us from interfering in the internal affairs of any other state and prohibits them as well.,position united states treaty treaty organization american states prohibits us interfering internal affairs state prohibits well,1
1960-10-07,Some of them have been Democrats and some of them have been Republicans.,democrats republicans,0
1960-10-07,"I'm a student of history as is Senator Kennedy, incidentally; and I have found that in the history of this country we've had many great presidents.",student history senator kennedy incidentally found history country many great presidents,0
1960-10-07,"Because that's the way we elect a president in this country, and it's the way we should.",way elect president country way,-1
1960-10-07,"I would never tolerate it as president of the United States, and I will hope that Senator Kennedy will change his mind if he should be elected.",would never tolerate president united states hope senator kennedy change mind elected,-1
1960-10-07,In my opinion this is the same kind of woolly thinking that led to disaster for America in Korea.,opinion kind woolly thinking led disaster america korea,-1
1960-10-07,"If we do that we start a chain reaction; because the Communists aren't after Quemoy and Matsu, they're a- they're after Formosa.",start chain reaction communists quemoy matsu formosa,1
1960-10-07,We should not uh - force our Nationalist allies to get off of them and give them to the Communists.,uh force nationalist allies get give communists,-1
1960-10-07,The Nationalists have these two islands.,nationalists two islands,1
1960-10-07,These two islands are in the area of freedom.,two islands area freedom,-1
1960-10-07,It isn't the few people who live on them - they are not too important.,people live important,-1
1960-10-07,"Now I think as far as Quemoy and Matsu are concerned, that the question is not these two little pieces of real estate - they are unimportant.",think far quemoy matsu concerned question two little pieces real estate unimportant,-1
1960-10-07,We had to go in when they came in.,go came,-1
1960-10-07,But it didn't mean that.,mean,-1
1960-10-07,I suppose it was hoped when he made that speech that we wouldn't get into a war.,suppose hoped made speech get war,-1
1960-10-07,"And Secretary Acheson made a very famous speech at the Press Club, early in the year that k- Korean War started, indicating in effect that South Korea was beyond the defense zone of the United States.",secretary acheson made famous speech press club early year k korean war started indicating effect south korea beyond defense zone united states,1
1960-10-07,"I remember in the period immediately before the Korean War, South Korea was supposed to be indefensible as well.",remember period immediately korean war south korea supposed indefensible well,-1
1960-10-07,I disagree completely with Senator Kennedy on this point.,disagree completely senator kennedy point,-1
1960-10-07,"And as long as they are not essential to the defense of Formosa, it's been my judgment ever since 1954, at the time of the Eisenhower Doctrine for the Far East, that our line should be drawn in the sea around the island itself.",long essential defense formosa judgment ever since time eisenhower doctrine far east line drawn sea around island,-1
1960-10-07,But I do not believe that that line in case of war should be drawn on those islands but instead on the island of Formosa.,believe line case war drawn islands instead island formosa,-1
